Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,TotalCampaignsAcc,In_relationship
56796.0,656,38,161,62,47,37,1001,0,1
52278.0,953,0,71,0,0,174,1198,1,0
52278.0,953,0,71,0,0,174,1198,0,0
7500.0,3,18,14,15,22,50,122,1,1
33444.0,8,0,8,0,0,2,18,0,1
20895.0,18,3,17,3,0,4,45,0,1
37509.0,37,5,56,12,8,5,123,0,1
88097.0,163,0,480,0,126,75,844,4,1
59041.0,69,2,15,2,2,6,96,0,1
43322.0,56,7,48,10,2,18,141,0,0
46015.0,38,0,2,0,0,6,46,2,1
46015.0,38,0,2,0,0,6,46,2,1
34242.0,8,2,4,0,0,1,15,0,1
65210.0,626,0,70,0,7,28,731,2,1
50520.0,112,0,6,2,1,14,135,0,0
90765.0,547,99,812,151,82,33,1724,2,1
80589.0,507,93,520,242,40,26,1428,2,1
49572.0,35,1,16,0,1,1,54,0,1
75437.0,795,0,545,95,58,0,1493,1,1
44635.0,56,0,9,0,0,3,68,0,0
58512.0,895,10,101,13,0,152,1171,0,1
62000.0,899,0,101,0,0,20,1020,1,0
54252.0,178,4,26,8,4,44,264,0,0
45068.0,14,0,3,0,0,3,20,0,1
60474.0,265,199,303,234,9,170,1180,0,0
60474.0,265,199,303,234,9,170,1180,0,0
56337.0,349,16,144,28,5,182,724,3,1
22434.0,4,12,11,3,13,15,58,0,1
61416.0,848,154,323,201,61,78,1665,1,1
92163.0,817,183,797,106,163,20,2086,3,1
58656.0,962,12,194,16,24,12,1220,1,1
8940.0,1,45,3,4,6,42,101,0,0
26751.0,1,1,5,0,3,1,11,0,1
71427.0,212,123,177,15,64,23,614,0,1
26646.0,11,4,20,10,3,5,53,0,1
19346.0,2,0,9,3,6,2,22,0,0
56243.0,347,0,35,4,3,7,396,0,0
59892.0,73,0,13,0,1,0,87,0,1
71613.0,426,49,127,111,21,42,776,0,1
25252.0,1,3,4,2,2,6,18,0,1
42160.0,48,9,45,3,15,20,140,1,0
15862.0,1,1,4,11,9,10,36,0,0
82584.0,1076,68,103,29,91,68,1435,3,1
38360.0,36,2,42,20,21,10,131,0,1
75283.0,733,9,180,12,19,66,1019,0,1
34941.0,39,2,25,4,3,24,97,0,1
61823.0,523,7,134,37,14,169,884,0,0
90226.0,1083,108,649,253,151,108,2352,1,1
44989.0,98,0,106,49,10,106,369,0,1
44989.0,98,0,106,49,10,106,369,0,1
43586.0,99,2,11,4,0,16,132,0,1
32233.0,138,15,35,25,11,72,296,2,0
62882.0,509,133,497,78,24,97,1338,0,1
57288.0,527,0,21,0,0,60,608,1,1
75774.0,340,21,134,258,14,56,823,0,1
75774.0,340,21,134,258,14,56,823,0,1
90247.0,1184,32,352,21,16,16,1621,4,0
32218.0,10,24,15,13,1,30,93,2,0
84219.0,434,137,400,45,137,45,1198,0,1
84219.0,434,137,400,45,137,45,1198,0,1
48877.0,102,1,15,2,0,24,144,0,0
60905.0,208,17,76,36,17,38,392,0,1
75236.0,438,66,400,12,38,114,1068,0,1
62551.0,125,16,98,134,21,27,421,1,0
70123.0,1308,0,396,23,0,0,1727,2,1
50785.0,64,1,21,0,1,27,114,0,0
15315.0,7,4,13,15,8,17,64,0,1
15315.0,7,4,13,15,8,17,64,0,1
64413.0,200,5,44,0,10,20,279,0,1
87171.0,1001,44,107,58,44,44,1298,2,1
30081.0,36,0,2,0,0,4,42,0,0
20180.0,18,42,24,15,20,18,137,0,0
20180.0,18,42,24,15,20,18,137,0,0
55686.0,673,0,199,37,47,26,982,1,0
26887.0,6,7,4,3,4,6,30,0,1
61996.0,1050,12,144,0,0,24,1230,4,1
51537.0,787,20,204,0,0,92,1103,0,0
72025.0,833,33,549,151,133,233,1932,0,1
30538.0,284,0,52,8,3,20,367,0,1
61618.0,605,91,399,0,45,205,1345,0,0
77343.0,227,151,573,98,54,31,1134,0,1
75433.0,800,0,297,0,34,57,1188,2,1
82571.0,861,31,558,62,95,79,1686,1,0
60033.0,62,1,57,19,11,48,198,0,1
39062.0,23,0,9,0,0,12,44,1,0
30023.0,11,0,16,7,6,21,61,0,1
30015.0,25,0,22,2,3,5,57,0,0
33228.0,22,2,31,7,4,5,71,0,1
22574.0,25,0,8,2,0,2,37,0,1
22574.0,25,0,8,2,0,2,37,0,1
55267.0,161,28,136,32,3,45,405,0,1
66886.0,315,4,62,41,31,146,599,0,1
72258.0,522,0,522,227,120,134,1525,0,0
82733.0,712,50,420,65,38,38,1323,1,0
45146.0,33,0,5,0,0,15,53,0,0
51250.0,342,32,230,34,32,40,710,1,0
32871.0,22,2,12,0,2,5,43,0,1
63855.0,359,35,314,93,116,89,1006,0,1
42564.0,324,48,186,39,18,198,813,2,0
46344.0,233,20,57,8,20,91,429,0,1
50437.0,370,9,92,6,9,4,490,0,1
70971.0,1001,17,572,93,125,17,1825,1,1
37774.0,173,8,107,7,2,176,473,2,0
4023.0,5,0,1,1,1,1,9,0,1
33279.0,10,3,3,0,0,0,16,0,0
42693.0,8,4,20,6,3,16,57,0,1
70545.0,138,39,63,55,18,21,334,0,1
65486.0,245,19,125,37,67,14,507,0,0
77882.0,68,129,396,188,22,15,818,0,1
78468.0,434,22,388,104,22,34,1004,1,1
77226.0,631,43,239,128,76,21,1138,0,1
70666.0,398,40,367,119,122,30,1076,0,1
59052.0,230,35,75,63,57,31,491,0,0
13084.0,2,0,7,3,7,10,29,0,1
49160.0,122,21,43,25,10,15,236,0,0
23272.0,19,3,6,4,2,12,46,0,0
49476.0,386,23,95,54,41,196,795,0,0
62694.0,379,6,157,25,91,91,749,0,1
57906.0,243,11,119,10,3,15,401,0,1
71853.0,358,108,413,141,97,32,1149,0,1
71853.0,358,108,413,141,97,32,1149,0,1
65031.0,258,107,291,84,37,86,863,0,1
30507.0,65,36,74,38,20,110,343,0,1
67419.0,846,84,352,91,56,42,1471,0,1
59462.0,724,17,143,0,8,196,1088,0,1
95529.0,770,29,890,250,27,24,1990,2,0
53653.0,815,10,239,28,10,108,1210,0,0
25965.0,2,2,11,41,7,11,74,0,1
22979.0,16,17,19,20,21,22,115,1,1
64950.0,819,0,72,12,0,63,966,1,0
44322.0,46,0,40,3,0,3,92,0,1
30096.0,5,3,11,12,5,9,45,0,1
30096.0,5,3,11,12,5,9,45,0,1
56628.0,479,5,82,7,17,171,761,1,0
82326.0,938,142,754,159,81,183,2257,4,1
71163.0,283,17,372,138,106,44,960,0,0
71022.0,909,12,278,0,12,242,1453,1,0
42607.0,156,29,56,30,32,47,350,0,0
43057.0,213,2,44,0,2,5,266,0,1
47808.0,123,1,26,2,0,72,224,1,1
29236.0,37,4,24,16,9,9,99,0,0
40590.0,154,0,50,6,11,37,258,1,0
40590.0,154,0,50,6,11,37,258,1,0
77520.0,940,44,396,0,88,58,1526,4,1
40211.0,51,1,7,2,1,25,87,1,1
63516.0,141,11,114,15,14,5,300,0,1
53034.0,160,15,196,15,11,50,447,0,0
22669.0,16,14,36,37,22,48,173,1,1
79908.0,557,129,761,29,185,111,1772,1,1
69867.0,196,0,512,33,130,54,925,2,0
70287.0,295,35,482,121,120,40,1093,1,0
37070.0,231,7,137,4,15,39,433,1,0
37070.0,231,7,137,4,15,39,433,1,0
38179.0,38,4,22,4,2,20,90,0,1
39922.0,29,12,59,19,1,36,156,0,1
39922.0,29,12,59,19,1,36,156,0,1
39922.0,29,12,59,19,1,36,156,0,1
64191.0,420,15,186,151,38,15,825,0,0
41658.0,8,4,12,15,4,29,72,0,0
40780.0,229,27,71,13,3,34,377,0,0
77568.0,1230,0,396,232,178,158,2194,3,1
66503.0,91,64,128,65,3,50,401,0,0
83512.0,1060,61,835,80,20,101,2157,5,1
31686.0,11,0,5,0,0,1,17,0,1
71322.0,121,24,124,24,15,42,350,0,1
27938.0,13,0,8,2,1,5,29,0,0
22263.0,17,0,2,0,0,2,21,0,0
34633.0,8,1,5,0,0,1,15,0,1
42162.0,46,7,59,2,4,27,145,2,1
54162.0,5,6,10,6,5,10,42,0,0
41769.0,302,29,131,32,0,27,521,0,0
44953.0,728,17,133,11,8,124,1021,1,1
37717.0,9,0,6,4,1,5,25,0,1
37717.0,9,0,6,4,1,5,25,0,1
40548.0,110,0,5,2,0,3,120,1,1
67893.0,711,28,142,49,18,47,995,0,0
69267.0,778,44,499,95,73,146,1635,1,0
9548.0,0,1,3,10,6,9,29,0,0
68281.0,995,112,417,42,48,41,1655,1,0
92556.0,493,183,352,184,23,28,1263,0,1
48526.0,23,17,23,43,20,9,135,0,0
90273.0,704,129,853,120,74,111,1991,4,0
19414.0,2,3,12,3,5,7,32,0,1
79761.0,415,5,124,15,35,11,605,0,0
53312.0,241,0,12,0,0,25,278,0,1
41039.0,34,11,137,179,61,45,467,0,1
88347.0,1050,178,555,77,138,118,2116,1,1
50150.0,135,46,92,65,61,11,410,0,1
50150.0,135,46,92,65,61,11,410,0,1
10245.0,4,7,7,6,4,13,41,0,0
33454.0,76,10,56,3,1,23,169,0,1
40887.0,50,4,44,10,10,43,161,1,0
55914.0,384,60,364,119,101,232,1260,0,1
37292.0,275,0,86,10,23,66,460,0,1
52914.0,254,10,44,30,10,227,575,1,1
24884.0,3,6,7,0,0,3,19,0,1
67384.0,957,40,175,158,53,107,1490,1,0
51651.0,293,6,23,13,6,92,433,0,1
82497.0,777,129,573,216,21,203,1919,1,1
32632.0,63,151,137,153,19,53,576,0,1
33562.0,21,12,12,0,3,3,51,0,1
79146.0,245,16,223,21,43,16,564,0,0
79146.0,245,16,223,21,43,16,564,0,0
36143.0,12,0,1,0,0,6,19,0,0
27159.0,17,0,3,0,0,1,21,0,1
41275.0,24,4,22,0,2,9,61,0,1
76800.0,173,26,255,35,71,81,641,0,1
75794.0,754,160,625,63,32,48,1682,1,1
30833.0,11,0,7,3,1,6,28,0,1
26518.0,20,1,28,3,3,2,57,1,0
91065.0,822,114,108,179,137,114,1474,3,0
45183.0,219,3,60,12,9,12,315,1,0
48070.0,373,14,83,6,9,19,504,0,1
30372.0,15,0,12,7,3,7,44,0,0
30372.0,15,0,12,7,3,7,44,0,0
57036.0,1171,43,219,19,14,47,1513,1,1
66731.0,371,159,194,58,106,141,1029,0,0
35682.0,23,0,8,6,2,18,57,0,0
10979.0,8,4,10,2,2,4,30,0,0
10979.0,8,4,10,2,2,4,30,0,0
57912.0,801,0,80,0,0,35,916,1,0
36026.0,20,4,10,6,4,17,61,0,1
35788.0,23,2,11,3,1,4,44,0,1
42243.0,48,0,2,0,0,5,55,0,1
46086.0,244,8,32,7,2,50,343,0,0
61346.0,562,58,168,43,16,142,989,0,1
33316.0,79,1,31,4,4,12,131,0,0
33316.0,79,1,31,4,4,12,131,0,0
21063.0,1,10,11,19,3,15,59,0,0
33697.0,4,3,7,0,3,11,28,1,0
25804.0,8,7,9,13,6,12,55,0,1
72117.0,707,20,171,65,60,50,1073,0,1
61286.0,356,0,107,19,9,117,608,0,1
61286.0,356,0,107,19,9,117,608,0,1
65196.0,743,19,181,12,0,200,1155,1,1
55635.0,235,65,164,50,49,27,590,0,0
42021.0,393,5,136,7,5,27,573,1,1
75251.0,721,111,925,97,18,18,1890,1,1
35322.0,28,9,37,12,7,13,106,0,1
53374.0,896,10,101,13,10,34,1064,2,1
87195.0,217,76,690,50,26,38,1097,1,1
42395.0,48,13,57,24,15,25,182,0,0
82427.0,482,147,509,104,107,107,1456,1,1
44602.0,167,2,89,0,0,34,292,0,1
94642.0,879,143,797,106,143,143,2211,2,1
28359.0,6,0,5,2,1,2,16,0,1
55801.0,367,4,51,6,4,95,527,1,0
92955.0,693,21,925,31,24,84,1778,3,1
56534.0,691,7,61,10,0,46,815,3,1
69627.0,231,161,215,171,30,53,861,0,0
78579.0,816,66,549,216,66,99,1812,1,0
44964.0,19,1,17,2,0,2,41,0,1
30899.0,24,0,8,0,0,1,33,0,0
78825.0,483,74,114,169,37,18,895,1,0
25545.0,32,1,64,16,12,85,210,1,1
47111.0,595,71,153,120,112,41,1092,0,0
49667.0,1181,26,120,17,13,39,1396,2,0
66000.0,244,51,270,101,0,45,711,0,1
46910.0,48,0,14,0,0,6,68,0,1
25224.0,4,9,12,11,2,8,46,0,1
77382.0,491,48,231,112,105,134,1121,1,1
28420.0,4,2,5,2,0,0,13,0,0
32952.0,38,0,12,3,1,1,55,0,0
46149.0,254,6,71,4,0,27,362,0,1
83532.0,755,144,562,104,64,224,1853,1,1
73059.0,410,112,420,0,82,71,1095,0,1
73059.0,410,112,420,0,82,71,1095,0,1
35701.0,21,1,9,7,3,5,46,0,1
89616.0,671,47,655,145,111,15,1644,1,0
105471.0,1009,181,104,202,21,207,1724,3,1
78427.0,972,19,595,180,26,138,1930,2,0
22518.0,11,7,12,2,2,27,61,2,1
59809.0,598,16,141,32,41,49,877,0,1
39660.0,139,13,78,20,13,36,299,1,0
52203.0,488,21,238,56,108,28,939,0,1
35860.0,15,0,8,4,2,20,49,2,0
35860.0,15,0,8,4,2,20,49,1,0
35860.0,15,0,8,4,2,20,49,1,0
35860.0,15,0,8,4,2,20,49,2,0
76842.0,605,10,345,84,54,32,1130,0,0
15033.0,0,4,5,6,0,4,19,0,0
67353.0,702,17,151,0,8,35,913,0,1
17003.0,2,5,12,4,8,7,38,0,1
65735.0,239,7,119,4,15,11,395,0,1
45684.0,5,1,5,10,0,7,28,0,0
21918.0,1,6,7,11,5,3,33,0,1
51267.0,183,2,64,7,2,12,270,0,1
59868.0,771,51,154,54,10,154,1194,0,1
51373.0,83,2,101,64,26,117,393,0,1
46692.0,170,6,97,24,12,88,397,0,1
54432.0,33,0,5,0,0,0,38,0,1
79607.0,450,133,951,173,0,216,1923,1,0
51813.0,51,2,7,0,1,2,63,0,0
17487.0,0,0,1,7,4,6,18,0,1
40706.0,59,0,11,4,2,5,81,0,1
62859.0,1063,89,102,16,12,25,1307,0,0
61074.0,789,0,133,0,28,152,1102,0,1
43638.0,63,10,83,7,19,19,201,0,0
58116.0,228,19,130,4,11,51,443,0,1
62187.0,512,0,83,0,0,41,636,0,0
46344.0,11,1,6,2,1,6,27,0,0
77353.0,275,59,107,69,101,59,670,0,1
69759.0,452,20,514,13,30,0,1029,1,0
21846.0,7,17,18,6,10,26,84,0,0
76532.0,355,30,177,90,138,30,820,0,1
70053.0,512,53,98,81,179,89,1012,0,1
75342.0,204,97,97,21,118,26,563,0,0
27590.0,6,0,5,0,0,1,12,0,1
51148.0,235,6,45,8,9,12,315,0,1
33378.0,33,6,40,3,7,10,99,0,0
32644.0,239,3,141,0,7,23,413,1,1
33581.0,11,0,5,0,0,1,17,0,1
12393.0,5,6,15,11,7,13,57,0,1
42710.0,252,3,42,4,3,102,406,0,0
82347.0,556,54,845,202,133,63,1853,2,1
82347.0,556,54,845,202,133,63,1853,3,1
22554.0,27,0,10,0,0,4,41,0,1
17323.0,3,14,17,6,1,5,46,0,1
62204.0,317,46,247,151,46,139,946,0,0
78028.0,158,19,288,25,0,38,528,3,0
63887.0,897,23,207,15,11,92,1245,0,0
32727.0,167,13,180,86,13,70,529,0,1
29103.0,16,0,17,6,3,6,48,0,1
61482.0,48,58,68,16,66,43,299,0,1
20587.0,2,3,6,4,1,9,25,0,0
20587.0,2,3,6,4,1,9,25,0,0
52190.0,42,0,17,0,0,18,77,1,1
48186.0,97,3,66,12,7,34,219,0,1
19329.0,24,1,16,12,2,5,60,0,1
34109.0,9,1,5,2,1,4,22,0,1
23477.0,38,15,54,3,8,29,147,0,1
47472.0,56,0,11,0,0,8,75,0,1
14849.0,21,2,28,3,2,9,65,0,0
26224.0,4,7,15,13,9,15,63,0,1
27238.0,37,0,17,0,0,3,57,0,0
57967.0,229,7,137,4,0,91,468,0,0
51569.0,380,0,47,6,0,34,467,2,0
72550.0,826,50,317,50,38,38,1319,0,1
44511.0,513,7,133,46,14,14,727,0,1
62972.0,313,15,47,20,0,192,587,1,1
62972.0,313,15,47,20,0,192,587,0,1
77845.0,760,40,480,0,40,26,1346,2,1
36663.0,18,0,6,3,3,5,35,0,1
53204.0,29,0,8,2,0,6,45,0,1
21059.0,8,3,19,3,3,8,44,0,1
67087.0,329,35,222,130,35,43,794,0,1
73892.0,703,102,601,0,58,43,1507,1,0
75114.0,571,12,523,63,60,24,1253,0,1
42192.0,40,15,15,17,6,7,100,0,1
31454.0,28,0,11,0,0,9,48,0,1
22775.0,5,1,8,0,0,1,15,0,1
22775.0,5,1,8,0,0,1,15,0,1
31590.0,6,2,15,6,6,3,38,0,1
80134.0,1218,16,272,104,0,80,1690,4,1
80134.0,1218,16,272,104,0,80,1690,4,1
14188.0,2,7,11,16,12,27,75,0,1
18169.0,9,0,5,0,0,7,21,0,1
62503.0,478,0,193,110,75,117,973,0,1
46734.0,110,5,137,26,23,29,330,0,1
68126.0,1332,17,311,23,51,86,1820,2,0
52869.0,84,3,61,2,1,21,172,1,1
26576.0,10,0,8,0,0,9,27,2,0
75825.0,1032,105,779,137,105,51,2209,2,0
57045.0,296,13,104,11,13,17,454,0,1
34984.0,8,4,15,3,5,3,38,0,1
27803.0,8,26,46,38,9,49,176,0,1
69283.0,674,62,134,0,26,8,904,0,1
18746.0,2,10,11,12,9,20,64,0,0
70924.0,635,114,254,132,152,76,1363,1,1
70924.0,635,114,254,132,152,76,1363,1,1
69401.0,399,27,159,58,8,39,690,0,1
75012.0,294,142,218,164,58,151,1027,0,0
85738.0,913,26,376,17,26,13,1371,2,1
60934.0,224,155,155,192,93,54,873,0,1
27161.0,7,4,23,7,0,11,52,0,1
64325.0,731,60,353,78,12,73,1307,0,0
18978.0,2,8,1,4,7,15,37,0,1
41124.0,281,7,84,15,0,119,506,0,1
39684.0,19,0,35,6,4,17,81,1,0
53378.0,489,6,152,8,6,132,793,1,1
37040.0,86,2,73,69,38,48,316,0,1
78710.0,721,0,152,119,50,50,1092,0,1
92910.0,551,137,792,179,103,33,1795,3,1
36283.0,6,5,5,8,0,5,29,0,1
79632.0,471,0,510,99,21,12,1113,0,1
28587.0,22,4,17,12,10,13,78,0,1
88325.0,519,71,860,93,27,53,1623,0,1
51412.0,140,3,29,4,5,14,195,0,1
63998.0,176,29,818,0,33,112,1168,1,0
38593.0,51,12,49,17,24,24,177,0,0
27889.0,14,0,4,0,0,8,26,0,1
45889.0,31,0,6,0,1,8,46,0,0
56575.0,421,5,90,0,16,10,542,0,1
16014.0,3,9,4,7,8,7,38,0,0
61331.0,534,5,47,0,5,41,632,0,0
70893.0,768,44,561,77,44,14,1508,0,0
2447.0,1,1,1725,1,1,1,1730,0,1
64849.0,652,48,350,94,84,108,1336,1,0
42387.0,235,0,235,19,4,191,684,0,1
80617.0,594,51,631,72,55,32,1435,0,0
54006.0,174,77,203,6,24,97,581,0,1
16531.0,2,13,6,7,5,11,44,0,1
30843.0,24,0,2,0,0,9,35,1,1
18988.0,6,0,6,2,1,1,16,0,1
81051.0,1142,29,249,38,29,14,1501,2,1
39747.0,80,15,93,20,13,52,273,0,0
34554.0,41,1,6,2,0,5,55,0,0
52854.0,105,0,10,0,1,0,116,0,1
81205.0,724,74,929,97,55,130,2009,4,1
69084.0,1181,107,199,39,30,30,1586,0,1
69084.0,1181,107,199,39,30,30,1586,0,1
65352.0,284,3,84,4,7,23,405,0,1
22063.0,7,10,13,3,11,11,55,0,1
47691.0,14,0,3,0,0,4,21,0,0
29187.0,26,0,6,0,0,2,34,0,1
72504.0,604,26,470,123,161,94,1478,0,0
33986.0,16,2,18,2,1,5,44,0,0
42386.0,65,4,16,0,4,11,100,0,1
42386.0,65,4,16,0,4,11,100,0,1
36957.0,100,2,16,2,1,31,152,1,0
13724.0,2,7,5,2,15,27,58,1,1
42664.0,21,0,3,0,0,0,24,0,1
37334.0,26,1,16,2,2,15,62,0,1
78497.0,207,26,447,75,0,223,978,1,1
78497.0,207,26,447,75,0,223,978,1,1
58821.0,513,14,154,19,0,28,728,0,1
58398.0,299,5,201,21,21,49,596,0,1
80950.0,525,147,112,219,147,63,1213,1,1
30732.0,155,1,25,0,1,3,185,0,1
89572.0,606,24,974,197,194,64,2059,3,0
57107.0,159,0,120,0,0,137,416,3,0
76467.0,676,161,426,210,44,58,1575,1,0
51315.0,68,28,39,16,30,41,222,0,1
43602.0,19,5,12,10,3,19,68,0,0
38643.0,22,2,14,0,1,10,49,0,0
49090.0,494,5,82,7,0,100,688,0,0
70617.0,353,61,753,40,46,27,1280,0,1
67536.0,1253,0,447,23,71,35,1829,1,1
27573.0,50,15,110,39,15,15,244,0,1
13533.0,12,3,8,8,0,17,48,0,0
50725.0,443,10,75,0,10,48,586,0,1
25851.0,9,4,18,7,5,5,48,0,1
57113.0,182,4,33,0,2,42,263,0,1
62847.0,521,168,706,80,76,61,1612,0,1
68627.0,395,15,263,60,54,38,825,0,0
25271.0,10,1,18,10,4,7,50,0,1
63810.0,977,12,253,16,12,101,1371,1,0
63810.0,977,12,253,16,12,101,1371,1,0
65488.0,603,45,207,36,18,54,963,0,1
36927.0,51,0,16,0,0,4,71,0,0
22108.0,5,3,9,6,2,6,31,0,1
72025.0,967,0,617,43,50,0,1677,4,1
33183.0,7,5,39,17,15,37,120,0,1
23661.0,18,0,4,0,0,1,23,0,1
25315.0,1,9,8,11,3,22,54,0,1
45938.0,273,11,178,62,83,29,636,0,0
66951.0,277,162,305,173,76,124,1117,0,0
77298.0,425,115,292,23,35,79,969,0,1
77298.0,425,115,292,23,35,79,969,0,1
43018.0,35,4,17,7,6,64,133,0,1
75759.0,1394,22,708,89,91,182,2486,4,1
33996.0,40,2,15,8,0,6,71,0,0
33996.0,40,2,15,8,0,6,71,0,0
54137.0,171,0,11,0,1,20,203,0,0
61223.0,709,43,182,42,118,247,1341,0,1
69674.0,554,41,215,11,0,24,845,0,0
49494.0,191,9,97,0,6,82,385,0,0
51195.0,230,14,156,82,24,58,564,0,1
37284.0,11,1,2,2,1,6,23,0,1
37284.0,11,1,2,2,1,6,23,0,1
42011.0,131,0,16,2,1,39,189,0,1
70044.0,1073,0,250,153,14,14,1504,0,0
46053.0,56,10,92,19,7,25,209,0,1
24480.0,4,19,9,28,25,17,102,0,1
54233.0,652,8,158,21,0,142,981,0,1
36130.0,157,43,127,68,56,37,488,2,0
56559.0,226,22,133,41,31,31,484,0,1
92859.0,962,61,921,52,61,20,2077,0,0
44010.0,186,36,234,86,72,48,662,0,1
80124.0,483,84,398,205,84,241,1495,1,1
80124.0,483,84,398,205,84,241,1495,1,1
50183.0,97,12,84,13,10,15,231,0,1
64722.0,303,0,280,60,147,15,805,0,1
37395.0,18,0,9,0,1,11,39,0,1
29543.0,17,3,18,3,4,18,63,0,1
19514.0,14,3,21,2,1,28,69,2,1
19514.0,14,3,21,2,1,28,69,1,1
59481.0,178,3,85,71,66,58,461,0,1
91712.0,1276,24,746,94,29,48,2217,2,0
80144.0,240,132,445,250,192,108,1367,0,1
59973.0,130,30,168,20,34,0,382,0,1
68352.0,614,16,132,43,33,33,871,0,0
81169.0,1288,20,613,80,61,27,2089,0,0
61456.0,563,76,384,84,192,89,1388,0,1
22634.0,2,23,11,8,6,46,96,0,1
22634.0,2,23,11,8,6,46,96,0,1
23957.0,2,1,18,20,11,16,68,1,1
33471.0,43,2,27,0,9,12,93,0,1
52157.0,189,2,29,3,2,40,265,0,1
30298.0,6,3,12,6,1,0,28,0,0
56551.0,67,4,32,17,2,16,138,0,0
56551.0,67,4,32,17,2,16,138,0,0
65487.0,240,67,500,199,0,163,1169,0,0
65487.0,240,67,500,199,0,163,1169,0,1
44213.0,95,11,35,0,4,7,152,0,0
40344.0,210,0,6,0,0,2,218,0,1
57867.0,344,35,178,15,23,17,612,0,1
25410.0,2,2,4,13,13,4,38,0,1
13260.0,9,4,17,10,2,7,49,0,1
42691.0,179,2,64,38,17,58,358,0,1
36138.0,130,0,16,0,0,5,151,1,1
57136.0,306,5,109,21,109,92,642,0,1
58275.0,189,10,253,56,43,64,615,0,0
54237.0,267,3,30,4,0,57,361,0,0
34596.0,14,0,2,0,0,7,23,1,1
34596.0,14,0,2,0,0,7,23,0,1
74881.0,505,72,270,36,27,54,964,0,1
74881.0,505,72,270,36,27,54,964,0,1
44267.0,183,5,65,3,5,49,310,0,0
68487.0,758,12,385,33,89,89,1366,0,1
68487.0,758,12,385,33,89,89,1366,0,1
80982.0,505,137,401,104,22,22,1191,0,0
69508.0,824,32,162,42,32,43,1135,0,1
63342.0,918,21,118,13,10,21,1101,1,1
63342.0,918,21,118,13,10,21,1101,2,1
82014.0,980,37,265,35,163,31,1511,1,0
76320.0,526,35,214,69,53,35,932,0,0
64587.0,66,0,16,0,6,20,108,0,0
74190.0,151,81,86,168,91,64,641,0,1
32765.0,13,3,17,7,3,3,46,0,1
22212.0,5,9,20,6,8,21,69,0,1
18358.0,6,8,19,16,4,4,57,0,0
26067.0,22,2,18,0,2,12,56,0,1
22390.0,0,1,4,15,1,5,26,0,1
70440.0,690,117,499,76,102,88,1572,1,1
60199.0,8,1,7,2,0,0,18,0,0
38547.0,6,1,10,0,1,4,22,0,1
19107.0,2,4,9,10,5,16,46,0,1
37929.0,202,2,46,3,2,10,265,3,0
16813.0,4,8,11,12,2,13,50,1,0
62187.0,792,0,275,45,45,126,1283,0,1
57811.0,545,7,114,37,21,78,802,1,1
50943.0,31,0,7,2,0,6,46,0,1
50943.0,31,0,7,2,0,6,46,0,1
53201.0,280,7,81,20,0,27,415,0,0
54414.0,109,18,16,24,26,18,211,0,1
26290.0,15,8,16,11,5,22,77,0,1
61250.0,382,138,65,60,26,59,730,0,0
28389.0,1,5,3,7,4,8,28,0,1
55250.0,664,58,83,32,0,66,903,0,0
37758.0,27,2,10,0,0,1,40,0,1
37758.0,27,2,10,0,0,1,40,0,1
