Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,TotalCampaignsAcc,In_relationship
61794.0,264,47,188,54,47,11,611,0,1
45143.0,202,5,74,11,5,14,311,0,1
45143.0,202,5,74,11,5,14,311,0,1
26877.0,101,13,76,20,18,40,268,0,0
36921.0,17,1,12,3,1,4,38,0,0
54342.0,84,10,34,11,10,28,177,0,1
62772.0,581,49,157,43,8,108,946,1,0
75032.0,952,12,180,47,12,12,1215,0,1
22419.0,30,3,47,19,21,42,162,0,1
22419.0,30,3,47,19,21,42,162,0,1
36550.0,47,90,94,123,103,120,577,0,1
75027.0,925,64,179,133,12,77,1390,0,1
63159.0,965,34,586,89,86,37,1797,1,0
54108.0,539,6,91,8,6,97,747,0,1
81795.0,324,132,693,27,118,88,1382,0,1
59594.0,457,4,29,0,0,9,499,1,1
18492.0,2,2,2,2,1,1,10,0,1
94472.0,1017,33,417,108,100,16,1691,2,0
70337.0,187,81,149,25,43,91,576,0,0
34853.0,9,3,15,2,3,2,34,0,0
16269.0,19,3,18,3,1,0,44,0,0
50272.0,99,13,66,43,8,4,233,0,1
22804.0,14,1,7,2,1,1,26,0,0
22804.0,14,1,7,2,1,1,26,0,0
30631.0,15,6,20,4,5,20,70,0,1
78420.0,604,28,674,91,28,28,1453,0,0
81741.0,249,153,940,58,134,38,1572,0,0
25721.0,1,3,6,3,6,15,34,1,1
31907.0,33,87,64,175,16,74,449,0,0
37859.0,22,1,8,2,1,2,36,0,0
30261.0,8,0,5,0,3,6,22,0,1
21645.0,14,0,23,4,5,19,65,1,1
21282.0,1,5,8,4,8,20,46,0,0
32144.0,41,0,10,0,0,3,54,1,1
62637.0,104,12,48,4,12,5,185,0,0
16626.0,8,3,22,21,1,13,68,0,1
54690.0,111,16,37,7,9,18,198,0,1
54690.0,111,16,37,7,9,18,198,0,1
61284.0,618,15,106,20,7,45,811,1,0
23718.0,6,3,14,15,7,36,81,0,1
33419.0,56,0,12,0,0,18,86,0,0
82025.0,267,98,606,48,70,98,1187,2,0
15056.0,6,12,3,21,6,40,88,0,0
48192.0,1039,43,204,153,58,29,1526,4,1
67309.0,515,47,181,149,95,95,1082,0,1
66033.0,293,35,179,46,59,65,677,0,0
28769.0,41,5,129,10,3,3,191,0,0
6835.0,107,2,12,2,2,12,137,0,1
32880.0,8,4,15,7,6,2,42,0,1
23616.0,4,22,11,3,7,32,79,1,0
19419.0,2,14,28,16,3,7,70,0,1
34961.0,45,2,26,4,1,1,79,0,1
64892.0,527,24,230,32,24,65,902,0,0
16248.0,12,11,10,3,12,9,57,0,1
43776.0,8,0,9,2,1,3,23,0,1
52074.0,59,0,12,0,0,48,119,1,0
22123.0,3,3,24,34,7,31,102,0,0
35544.0,30,5,23,4,1,4,67,0,0
59060.0,35,40,111,36,40,12,274,0,1
65665.0,225,162,387,106,36,29,945,0,1
29819.0,9,1,24,2,1,2,39,0,0
81217.0,493,70,324,146,40,84,1157,0,0
81217.0,493,70,324,146,40,84,1157,0,0
26095.0,11,7,9,3,1,11,42,0,0
65706.0,918,10,129,13,0,129,1199,4,0
31859.0,3,1,3,8,0,5,20,0,0
93027.0,1285,42,716,55,0,21,2119,1,1
58710.0,440,81,368,0,122,174,1185,0,0
49618.0,80,3,26,4,2,14,129,0,1
58308.0,691,0,69,10,0,130,900,0,0
40800.0,24,0,27,8,30,10,99,0,1
18690.0,6,1,7,23,4,19,60,0,1
18690.0,6,1,7,23,4,19,60,0,1
18690.0,6,1,7,23,4,19,60,0,1
28087.0,53,8,17,13,0,21,112,0,1
75702.0,650,28,353,45,42,30,1148,0,1
32892.0,26,0,15,2,1,2,46,0,1
32892.0,26,0,15,2,1,2,46,0,1
89120.0,1168,92,408,72,129,55,1924,1,1
27116.0,12,1,21,2,2,3,41,0,1
46107.0,31,9,27,16,9,33,125,0,0
54466.0,12,0,4,0,0,0,16,0,0
59686.0,89,15,89,34,42,5,274,0,0
82460.0,255,47,573,52,32,15,974,0,0
76045.0,760,53,400,17,93,0,1323,1,0
83829.0,897,161,430,186,161,27,1862,4,0
83829.0,897,161,430,186,161,27,1862,4,0
32889.0,28,0,13,4,2,8,55,0,1
33462.0,22,3,18,0,0,11,54,0,0
36627.0,9,1,5,0,0,1,16,0,0
28718.0,12,4,6,11,8,16,57,0,1
77981.0,138,120,204,16,126,60,664,0,1
60230.0,520,20,367,39,81,40,1067,0,0
74918.0,972,59,913,25,19,59,2047,1,1
40464.0,424,17,118,7,23,41,630,0,0
64857.0,556,14,717,210,0,43,1540,0,0
64857.0,556,14,717,210,0,43,1540,0,0
63381.0,571,50,142,33,50,159,1005,0,1
63381.0,571,50,142,33,50,159,1005,0,1
66664.0,398,96,447,220,96,32,1289,0,1
66664.0,398,96,447,220,96,32,1289,0,1
86358.0,957,47,494,82,47,95,1722,0,0
41443.0,171,7,171,25,19,89,482,0,1
57072.0,944,0,60,0,0,30,1034,1,1
54178.0,135,9,39,4,0,7,194,0,1
48767.0,28,1,21,3,0,10,63,0,0
51124.0,26,1,11,0,1,4,43,0,0
43020.0,45,7,99,4,25,43,223,0,0
49980.0,104,1,54,13,9,14,195,0,0
72906.0,400,32,519,71,75,54,1151,0,0
25176.0,4,0,4,0,0,5,13,0,1
96876.0,908,43,735,40,194,21,1941,4,1
31086.0,16,2,11,3,0,16,48,1,1
24072.0,9,1,6,3,0,4,23,0,0
76773.0,516,56,449,86,33,16,1156,0,0
72190.0,597,166,597,172,166,249,1947,0,1
83837.0,847,66,119,86,89,111,1318,3,1
17345.0,4,9,16,17,0,12,58,0,1
75154.0,543,10,205,160,143,82,1143,1,0
28249.0,1,9,7,2,14,10,43,0,1
28249.0,1,9,7,2,14,10,43,0,1
69661.0,656,16,106,32,16,8,834,0,1
27922.0,11,0,13,2,4,11,41,0,1
45903.0,33,8,10,2,10,3,66,0,1
36273.0,29,3,30,3,2,9,76,0,0
70777.0,554,35,113,0,7,78,787,0,1
17148.0,9,9,11,13,10,16,68,0,1
66476.0,742,28,152,25,9,57,1013,0,1
45057.0,37,0,7,3,0,3,50,0,1
41120.0,24,2,23,0,8,24,81,0,1
19485.0,6,0,4,0,0,0,10,0,0
21840.0,17,0,9,0,0,1,27,0,1
41473.0,21,8,20,15,3,9,76,0,0
31395.0,23,1,25,0,8,7,64,0,0
68117.0,618,44,215,0,17,36,930,2,0
47682.0,162,61,83,97,57,61,521,0,0
83151.0,968,147,842,137,42,210,2346,4,1
58086.0,708,7,62,0,0,15,792,0,0
84460.0,152,27,103,106,54,81,523,5,1
66565.0,747,10,161,65,40,42,1065,0,0
23910.0,16,12,18,7,1,13,67,0,0
35893.0,158,0,23,0,0,18,199,0,0
71128.0,958,159,447,20,0,31,1615,0,0
38683.0,46,35,69,84,41,66,341,0,1
37150.0,167,37,64,49,34,116,467,0,1
61064.0,387,126,342,0,45,180,1080,0,1
51650.0,152,3,22,2,5,7,191,0,1
55249.0,97,1,19,2,0,11,130,0,1
46854.0,96,1,79,7,1,79,263,2,0
14421.0,0,0,2,3,3,8,16,1,1
54132.0,30,1,8,0,0,3,42,0,1
64813.0,293,0,124,179,97,52,745,0,1
61872.0,330,5,159,36,27,16,573,0,1
58025.0,270,31,88,11,48,22,470,0,1
83790.0,1076,16,417,42,48,16,1615,2,1
34350.0,16,3,15,2,1,11,48,0,1
33438.0,62,1,16,3,2,6,90,0,0
21955.0,5,1,7,17,14,11,55,0,1
60491.0,637,47,237,12,19,76,1028,0,1
59304.0,418,61,428,80,51,10,1048,0,1
34421.0,3,3,7,6,2,9,30,0,1
34421.0,3,3,7,6,2,9,30,0,1
51411.0,14,0,3,0,0,1,18,0,0
71964.0,587,51,932,180,34,86,1870,0,0
64504.0,986,36,168,16,0,108,1314,1,1
49678.0,229,5,56,3,2,20,315,0,1
60482.0,255,43,134,37,14,24,507,0,0
55260.0,825,8,53,11,0,242,1139,0,0
67369.0,1298,0,70,37,14,42,1461,3,0
47175.0,167,2,44,6,2,19,240,2,1
68743.0,1132,134,384,175,134,115,2074,0,0
56937.0,746,8,125,11,8,8,906,2,1
83033.0,812,99,431,237,149,33,1761,1,1
37697.0,34,6,21,11,4,8,84,0,0
37697.0,34,6,21,11,4,8,84,0,0
44689.0,18,0,5,0,0,11,34,1,1
23162.0,8,3,9,19,4,22,65,0,1
63033.0,194,61,480,225,112,30,1102,0,0
40304.0,37,0,17,0,0,3,57,0,0
40059.0,110,29,92,28,10,145,414,1,1
80067.0,519,17,813,27,173,51,1600,1,1
36038.0,23,0,15,0,2,7,47,0,0
40521.0,12,0,5,0,0,4,21,0,1
66334.0,909,11,218,0,0,23,1161,1,1
11012.0,24,3,26,7,1,23,84,1,0
31615.0,2,3,20,6,11,9,51,0,0
69098.0,1315,22,780,145,0,178,2440,0,1
70792.0,344,45,654,104,11,114,1272,0,0
17688.0,2,2,1,3,1,2,11,0,1
25443.0,1,4,3,8,9,7,32,0,1
57091.0,462,0,24,6,0,4,496,2,1
24336.0,1,6,2,8,2,12,31,0,0
51111.0,22,0,19,6,5,3,55,0,1
44503.0,31,1,8,0,0,8,48,0,0
56850.0,34,1,19,2,7,0,63,0,1
66582.0,789,25,420,16,38,0,1288,0,0
23148.0,4,6,8,6,3,10,37,0,1
82224.0,307,26,360,138,31,40,902,1,1
61917.0,46,4,36,2,2,1,91,0,1
43482.0,18,1,32,6,3,28,88,0,1
68274.0,135,25,51,23,25,46,305,0,0
42373.0,67,5,61,3,8,19,163,0,0
57537.0,191,56,139,51,8,100,545,0,0
80995.0,860,28,409,73,56,56,1482,0,0
30992.0,17,0,14,7,3,2,43,0,0
30992.0,17,0,14,7,3,2,43,0,0
78642.0,1396,0,322,46,35,17,1816,0,1
74268.0,199,66,315,97,174,41,892,0,1
75072.0,583,34,309,0,22,125,1073,0,1
56253.0,509,0,65,7,11,5,597,0,1
59925.0,473,21,176,19,21,56,766,0,1
62807.0,526,28,135,10,21,99,819,0,1
62807.0,526,28,135,10,21,99,819,0,1
23626.0,27,2,14,0,0,0,43,0,1
46106.0,30,0,8,2,0,14,54,0,1
81168.0,410,0,592,147,22,22,1193,1,1
27244.0,6,5,17,3,24,46,101,0,1
26091.0,15,10,19,8,17,20,89,0,1
26091.0,15,10,19,8,17,20,89,0,1
43142.0,5,1,7,2,1,4,20,0,1
38232.0,43,5,28,7,6,33,122,0,1
92533.0,693,21,118,110,147,42,1131,2,1
63285.0,508,124,249,50,38,134,1103,0,0
38946.0,116,6,82,6,6,41,257,0,1
38946.0,116,6,82,6,6,41,257,0,1
40233.0,80,4,46,0,17,2,149,0,1
46831.0,22,2,10,6,4,34,78,0,1
67605.0,336,28,282,184,54,54,938,0,1
70379.0,553,25,142,65,67,8,860,0,0
77297.0,408,61,109,48,122,41,789,1,0
55759.0,675,0,85,10,7,77,854,0,1
58217.0,68,1,13,3,5,13,103,0,0
51369.0,297,7,79,0,11,182,576,0,1
51369.0,297,7,79,0,11,182,576,0,1
91249.0,1324,27,119,71,108,27,1676,5,0
52513.0,367,17,241,104,188,232,1149,0,1
44159.0,167,2,62,24,13,7,275,0,1
76081.0,292,30,415,63,33,200,1033,1,1
76081.0,292,30,415,63,33,200,1033,1,1
39996.0,11,0,3,0,0,1,15,0,0
55012.0,582,0,65,0,0,13,660,0,1
77457.0,675,11,400,15,45,11,1157,1,0
80695.0,557,129,984,193,37,18,1918,0,0
71866.0,184,178,178,103,39,33,715,0,1
73450.0,1142,51,415,90,69,37,1804,2,1
55614.0,504,13,131,8,0,26,682,1,0
30753.0,12,5,25,0,9,30,81,0,1
54603.0,145,13,46,17,2,4,227,0,1
22280.0,2,1,4,3,1,2,13,0,1
59385.0,135,0,10,0,4,36,185,0,1
76998.0,1449,89,161,69,35,107,1910,1,1
80573.0,829,138,430,60,92,15,1564,0,1
80573.0,829,138,430,60,92,15,1564,0,1
24711.0,10,7,25,6,3,7,58,0,1
38829.0,76,0,7,0,0,16,99,0,1
71466.0,412,12,546,78,182,0,1230,0,0
28839.0,24,0,7,0,0,1,32,0,1
53790.0,335,42,127,28,5,5,542,0,1
73705.0,612,91,520,258,107,107,1695,0,0
22448.0,3,1,8,23,2,18,55,0,1
12571.0,3,5,14,2,12,17,53,0,0
73113.0,741,19,154,50,9,28,1001,0,1
35765.0,22,3,30,0,5,15,75,0,1
46734.0,100,1,39,6,1,76,223,1,0
66313.0,625,7,99,10,22,7,770,0,1
68148.0,389,66,408,37,57,85,1042,0,1
44393.0,24,2,20,2,2,10,60,0,1
38197.0,23,0,11,2,1,3,40,0,1
51012.0,102,9,63,2,9,24,209,0,1
51012.0,102,9,63,2,9,24,209,0,1
13672.0,6,2,9,2,1,5,25,0,1
41452.0,13,0,3,0,0,0,16,0,1
42081.0,175,10,110,54,6,27,382,1,1
14906.0,7,7,14,7,16,15,66,0,0
33812.0,4,17,19,30,24,39,133,0,0
46098.0,57,0,27,0,0,36,120,0,0
46098.0,57,0,27,0,0,36,120,0,0
46098.0,57,0,27,0,0,36,120,1,0
53230.0,176,72,98,136,21,229,732,0,1
88420.0,957,153,612,99,95,153,2069,3,1
39548.0,15,4,10,3,4,18,54,0,0
61278.0,111,3,28,2,6,15,165,0,1
81246.0,398,190,537,61,156,37,1379,2,0
58330.0,445,53,213,104,98,151,1064,0,0
58330.0,445,53,213,104,98,151,1064,0,0
65777.0,565,32,435,28,32,54,1146,0,1
70829.0,141,70,106,72,19,23,431,0,1
59247.0,327,9,122,19,14,83,574,0,0
25930.0,6,1,2,2,0,4,15,0,0
54753.0,197,107,227,7,59,131,728,0,1
28440.0,38,1,24,0,0,0,63,0,1
23559.0,25,5,19,7,0,23,79,0,1
62335.0,243,131,217,85,6,26,708,0,0
63777.0,457,5,106,15,17,53,653,0,1
59666.0,623,53,178,23,17,133,1027,1,1
50965.0,544,13,85,8,6,29,685,1,1
71488.0,162,33,124,40,28,172,559,0,1
72228.0,631,28,491,30,14,56,1250,0,0
46231.0,189,2,55,0,5,12,263,0,0
75702.0,1073,0,629,145,37,37,1921,1,1
43300.0,91,3,52,2,1,31,180,1,0
78618.0,736,163,818,212,163,61,2153,1,1
29760.0,64,4,68,7,5,17,165,0,0
29760.0,64,4,68,7,5,17,165,0,0
50127.0,274,0,21,4,6,15,320,1,1
29604.0,7,6,13,7,6,14,53,1,1
49413.0,205,7,41,3,2,46,304,0,1
51876.0,99,27,102,28,48,6,310,0,1
45837.0,215,13,87,17,17,24,373,0,1
85696.0,714,76,395,116,0,12,1313,1,0
85696.0,714,76,395,116,0,12,1313,1,0
59432.0,317,25,265,25,19,12,663,0,0
43185.0,537,6,42,16,6,30,637,0,0
60631.0,565,6,65,0,6,19,661,1,1
20559.0,13,1,29,3,0,7,53,0,1
50898.0,285,28,242,55,114,135,859,0,1
73807.0,366,124,156,71,78,54,849,0,1
14661.0,4,1,11,6,2,2,26,0,1
36807.0,4,2,5,0,0,5,16,0,1
46772.0,350,104,189,197,151,57,1048,1,1
81574.0,1252,0,465,46,35,0,1798,2,1
30772.0,7,2,4,2,1,4,20,0,1
46377.0,37,0,46,4,3,0,90,0,1
78128.0,934,24,230,16,24,36,1264,2,1
83443.0,518,42,742,55,56,84,1497,0,1
50523.0,51,4,24,4,7,1,91,0,1
47009.0,171,45,73,59,10,90,448,0,1
37054.0,12,1,6,0,1,5,25,0,1
32011.0,99,0,15,2,1,5,122,0,1
82122.0,734,22,350,151,25,100,1382,1,1
70300.0,1045,61,338,60,46,46,1596,0,0
21024.0,36,4,18,6,2,18,84,0,1
34916.0,51,23,82,33,0,42,231,0,1
27943.0,12,1,16,4,1,3,37,0,1
39791.0,85,15,27,13,13,21,174,0,1
62745.0,562,21,464,28,10,32,1117,0,1
18589.0,6,4,25,15,12,13,75,0,0
85606.0,717,42,864,219,30,84,1956,1,1
26997.0,7,23,78,133,49,144,434,0,1
82332.0,830,59,968,51,79,19,2006,2,0
38853.0,29,0,14,0,0,2,45,0,1
27071.0,8,3,19,0,2,3,35,0,0
90933.0,1020,31,430,62,63,79,1685,1,0
65814.0,561,14,113,10,14,35,747,0,1
74250.0,680,11,392,75,0,0,1158,0,1
33181.0,9,0,3,0,0,4,16,1,1
45006.0,162,25,53,16,0,10,266,0,0
42315.0,67,15,80,17,11,80,270,0,1
48699.0,26,1,10,2,0,1,40,0,1
59111.0,524,0,134,28,28,155,869,0,1
48726.0,138,3,38,4,0,59,242,0,1
37244.0,18,2,10,0,0,25,55,1,0
74854.0,856,59,487,58,29,73,1562,0,1
60896.0,1013,30,399,60,46,153,1701,1,1
67546.0,864,134,768,150,38,172,2126,0,1
67546.0,864,134,768,150,38,172,2126,0,1
46923.0,85,44,54,102,78,6,369,0,0
38988.0,164,24,103,12,3,42,348,0,1
49118.0,620,54,239,99,98,119,1229,3,0
27683.0,152,9,121,12,12,45,351,0,1
39190.0,68,8,18,19,8,12,133,0,0
56981.0,908,48,217,32,12,24,1241,1,0
23228.0,53,3,49,7,4,5,121,0,1
90000.0,675,144,133,94,192,241,1479,3,1
55707.0,208,7,82,30,66,35,428,0,1
9255.0,9,0,7,2,0,4,22,0,0
42997.0,4,0,5,0,1,5,15,0,0
71232.0,653,17,170,34,26,17,917,0,1
57744.0,350,3,39,0,0,19,411,0,1
33585.0,30,11,33,13,6,29,122,0,1
46891.0,43,12,23,29,15,61,183,0,1
46891.0,43,12,23,29,15,61,183,0,1
50387.0,369,9,87,12,14,34,525,0,1
76653.0,736,63,946,219,189,126,2279,2,1
76542.0,794,73,573,0,29,14,1483,0,1
76995.0,1012,80,498,0,16,176,1782,1,1
38415.0,22,1,13,4,0,4,44,0,1
22304.0,3,2,7,0,4,2,18,0,0
75127.0,203,35,305,46,17,227,833,0,0
75127.0,203,35,305,46,17,227,833,0,0
39722.0,32,0,5,2,0,8,47,0,1
7144.0,81,4,33,5,2,291,416,0,0
39771.0,6,2,18,2,8,14,50,0,1
42618.0,76,14,74,13,5,10,192,0,0
51518.0,350,8,66,17,4,4,449,0,1
74716.0,133,27,421,13,195,71,860,0,1
33955.0,100,2,128,23,7,10,270,0,0
45736.0,188,3,180,20,3,43,437,0,1
31632.0,17,8,12,11,15,32,95,0,0
60093.0,502,12,109,16,6,90,735,0,1
30822.0,3,9,13,2,12,12,51,0,0
41728.0,13,6,15,3,5,13,55,0,1
80739.0,674,92,736,39,0,92,1633,0,1
49767.0,202,47,197,55,42,149,692,0,0
34445.0,228,122,122,208,129,30,839,0,1
67046.0,544,35,133,23,151,107,993,0,0
73538.0,811,76,428,99,137,107,1658,0,1
80398.0,342,51,936,207,35,26,1597,1,1
52973.0,856,0,76,12,9,199,1152,0,1
38998.0,34,1,14,0,0,5,54,0,1
38998.0,34,1,14,0,0,5,54,0,1
26490.0,45,47,52,21,20,25,210,0,1
26490.0,45,47,52,21,20,25,210,0,1
23331.0,5,36,7,0,10,45,103,0,1
60544.0,201,2,43,3,5,35,289,0,1
60544.0,201,2,43,3,5,35,289,0,1
49269.0,639,8,166,11,8,58,890,0,1
27203.0,13,2,21,4,0,24,64,0,1
45204.0,30,11,25,29,1,18,114,0,1
67023.0,444,44,382,11,8,17,906,0,1
77583.0,372,23,384,250,12,108,1149,1,1
76630.0,255,31,446,40,56,175,1003,0,1
47353.0,184,2,19,8,8,4,225,0,1
48920.0,238,17,68,8,10,6,347,1,1
67472.0,162,31,127,8,17,69,414,0,1
64100.0,509,0,27,0,0,10,546,1,1
38872.0,23,3,21,3,19,22,91,0,1
72217.0,816,42,450,55,56,154,1573,0,0
15038.0,4,8,11,19,12,26,80,0,0
13624.0,10,2,15,2,1,6,36,0,1
42554.0,29,1,11,0,0,0,41,0,1
71952.0,656,80,455,52,107,93,1443,2,1
71952.0,656,80,455,52,107,93,1443,2,1
78041.0,482,35,553,72,160,17,1319,0,1
63972.0,928,63,254,0,12,12,1269,1,0
52852.0,714,8,99,11,0,47,879,1,1
62010.0,371,22,39,6,0,92,530,0,1
83151.0,407,28,100,120,74,18,747,0,1
77870.0,1017,50,500,65,50,133,1815,3,1
46931.0,41,0,17,3,1,16,78,0,1
85072.0,494,92,391,194,11,241,1423,0,0
73395.0,272,7,80,20,7,11,397,0,1
62307.0,87,13,34,10,6,10,160,0,0
58293.0,173,43,118,46,27,15,422,0,1
47889.0,29,0,29,0,5,4,67,0,1
24594.0,1,3,6,10,0,9,29,0,1
24594.0,1,3,6,10,0,9,29,0,1
69882.0,292,127,635,132,127,165,1478,0,0
24221.0,8,9,9,2,5,22,55,0,1
22327.0,5,4,8,2,0,5,24,0,0
61923.0,92,4,18,3,3,6,126,0,1
35791.0,27,0,5,0,0,3,35,0,0
35791.0,27,0,5,0,0,3,35,0,0
91172.0,162,28,818,0,28,56,1092,5,0
35441.0,25,1,9,2,1,1,39,0,1
19656.0,25,4,9,6,8,32,84,0,1
7500.0,0,2,3,4,1,5,15,0,1
71626.0,546,72,376,94,145,72,1305,1,1
75330.0,555,82,257,93,61,61,1109,0,1
34529.0,68,6,38,3,6,41,162,0,1
48789.0,351,16,156,7,5,145,680,0,0
34487.0,19,18,33,24,1,8,103,0,0
35688.0,73,3,90,12,1,32,211,0,1
35688.0,73,3,90,12,1,32,211,0,1
53700.0,263,5,233,69,41,83,694,0,0
73454.0,982,73,351,56,14,175,1651,1,0
71113.0,495,33,255,11,33,8,835,0,1
31535.0,15,4,13,0,0,19,51,1,1
80812.0,769,22,500,210,143,33,1677,3,1
40479.0,5,0,8,2,0,0,15,0,1
29440.0,17,8,14,10,4,3,56,0,1
38508.0,120,19,206,25,19,54,443,0,1
69520.0,627,120,414,121,80,93,1455,0,1
18701.0,12,4,2,10,6,10,44,0,0
18701.0,12,4,2,10,6,10,44,0,0
69901.0,312,21,206,102,92,149,882,0,0
47703.0,359,0,134,13,26,123,655,0,1
86037.0,490,44,125,29,20,22,730,3,0
71847.0,737,21,106,55,63,210,1192,1,0
42033.0,11,1,4,2,0,7,25,0,1
51983.0,631,0,115,10,7,30,793,0,0
68655.0,456,19,832,75,118,38,1538,0,0
68655.0,456,19,832,75,118,38,1538,0,0
38285.0,2,0,5,2,0,1,10,0,1
79419.0,751,127,687,20,15,31,1631,0,1
57338.0,143,6,52,11,8,17,237,0,0
42523.0,14,36,11,3,26,35,125,0,1
42523.0,14,36,11,3,26,35,125,0,1
31761.0,19,1,20,16,14,28,98,0,1
65747.0,346,17,48,23,13,13,460,1,1
17144.0,18,2,19,0,2,6,47,0,1
17144.0,18,2,19,0,2,6,47,0,1
84618.0,684,100,801,21,66,0,1672,1,1
84618.0,684,100,801,21,66,0,1672,1,1
66375.0,712,0,45,0,0,191,948,1,1
42213.0,309,3,24,4,3,20,363,1,1
51141.0,144,0,7,0,0,6,157,0,0
15072.0,8,2,15,0,10,18,53,0,1
7500.0,1,11,5,4,6,9,36,0,1
17117.0,12,23,38,30,18,7,128,0,1
59754.0,115,27,44,4,146,139,475,1,1
65569.0,397,46,288,20,38,70,859,0,1
28457.0,24,1,108,29,29,14,205,0,0
86857.0,899,102,838,133,102,40,2114,1,0
86857.0,899,102,838,133,102,40,2114,1,0
68142.0,897,126,196,91,112,37,1459,0,1
48794.0,25,0,11,3,0,15,54,0,1
63404.0,734,26,70,11,44,17,902,1,1
49669.0,166,5,107,11,8,29,326,0,1
55761.0,136,1,12,0,3,32,184,1,1
78331.0,756,138,354,160,169,61,1638,0,0
37971.0,5,4,10,2,2,7,30,0,1
30368.0,35,0,13,2,0,2,52,0,1
34043.0,20,2,14,3,0,10,49,0,1
54111.0,267,6,54,8,3,50,388,0,0
69932.0,412,172,153,150,105,57,1049,0,0
39665.0,127,1,56,0,1,31,216,1,1
93404.0,1279,15,287,20,0,15,1616,2,1
38680.0,11,0,36,15,5,12,79,0,1
24570.0,28,34,62,11,14,44,193,0,1
77766.0,1004,59,265,115,59,27,1529,2,1
77766.0,1004,59,265,115,59,27,1529,2,1
64961.0,382,114,276,75,124,38,1009,0,1
23748.0,6,6,29,12,15,8,76,0,0
45989.0,138,33,87,28,24,12,322,0,0
23331.0,104,20,101,24,15,5,269,0,0
70421.0,479,28,136,75,14,35,767,0,1
23091.0,35,0,11,0,0,2,48,0,0
24683.0,8,4,10,6,7,6,41,0,1
54222.0,199,12,31,3,12,7,264,0,1
73455.0,901,61,757,186,163,20,2088,1,0
84906.0,997,15,414,99,30,76,1631,3,1
84906.0,997,15,414,99,30,76,1631,3,1
47025.0,508,11,59,23,5,29,635,0,1
44529.0,538,13,91,17,6,26,691,1,1
31560.0,62,1,20,4,0,7,94,0,0
90687.0,982,17,672,23,34,51,1779,2,0
66973.0,466,22,432,147,113,102,1282,0,1
41154.0,44,2,11,2,3,7,69,0,1
64590.0,920,138,168,36,46,30,1338,0,1
50611.0,459,0,24,6,0,4,493,2,0
50611.0,459,0,24,6,0,4,493,1,0
83273.0,433,89,650,16,102,102,1392,0,0
81702.0,563,50,774,28,31,187,1633,0,0
24401.0,73,28,217,10,24,115,467,0,1
42557.0,192,5,53,0,5,15,270,0,1
7500.0,5,17,17,13,14,34,100,0,1
78416.0,453,38,279,188,38,183,1179,0,1
44794.0,54,0,7,0,0,4,65,0,1
44794.0,54,0,7,0,0,4,65,0,1
69719.0,273,86,208,177,14,43,801,0,0
62568.0,362,17,398,80,35,61,953,1,1
42231.0,24,0,8,0,1,4,37,0,1
20130.0,0,6,3,7,6,12,34,0,1
20130.0,0,6,3,7,6,12,34,0,1
42429.0,55,0,6,2,0,4,67,0,0
42429.0,55,0,6,2,0,4,67,0,0
36640.0,15,6,8,7,4,25,65,0,0
78901.0,321,11,309,33,26,34,734,0,0
66476.0,372,18,126,47,48,78,689,0,0
31056.0,5,10,13,3,8,16,55,0,1
46310.0,185,2,88,15,5,14,309,0,0
65819.0,267,38,701,149,165,63,1383,0,1
94871.0,169,24,553,188,0,144,1078,3,1
